症狀,推薦穴位,來源,頁碼
膝蓋痛,"削骨穴, 行間、太沖, 內關穴",董氏奇穴治療析要,
膝蓋痛,肩中、火膝、膽穴、三金、心門,董氏奇穴治療析要,
膝蓋骨刺的疼痛,四花中、副穴，緊貼脛骨一起進針,董氏奇穴治療析要,
膽囊炎,風市穴,董氏奇穴治療析要,
膽囊炎,七里、九里一起用倒馬；下白穴、手門金、內白穴、手木留,董氏奇穴治療析要,
舌下腫,,董氏奇穴治療析要,
舌下腫硬,側三里、側下三里有效，金津、玉液點刺出血,董氏奇穴治療析要,
蕁麻疹,心經滎穴少府（奇穴手解穴）,董氏奇穴治療析要,
蕁麻疹,耳尖點刺出血，駟馬，曲池、血海、三陰交，神闕火罐,董氏奇穴治療析要,
蕁麻疹,穴名未明確提及,董氏奇穴治療析要,
蕁麻疹,手解穴,董氏奇穴治療析要,
落枕,重子、重仙、承漿穴、上白、中白,董氏奇穴治療析要,
落枕,,董氏奇穴治療析要,
落枕（頸部軟組織損傷）,重子，重仙，正筋，正宗，木留,董氏奇穴治療析要,
蟲痛,腸道寄生蟲引起的腹痛，繞臍作痛，乍痛乍止,董氏奇穴治療析要,
蛋白尿,通腎、通胃、通背,董氏奇穴治療析要,
血壓高,中白、下白，火菊、火硬；四花中、四花外放血，委中青筋點刺出血，五嶺穴刺血,董氏奇穴治療析要,
血壓高引起的頭暈眼昏,火連穴,董氏奇穴治療析要,
血壓高的頭暈,五嶺穴點刺放血，再針火硬,董氏奇穴治療析要,
血尿,通腎、通胃、通背,董氏奇穴治療析要,
血淋,地皇穴、人皇穴、分枝上穴、分枝下穴,董氏奇穴治療析要,
血虛疼痛,通關、通山、玉火,董氏奇穴治療析要,
視力模糊,五嶺穴放血、下三皇、腎關、光明、耳背（耳尖）穴點刺,董氏奇穴治療析要,
視力模糊,,董氏奇穴治療析要,
角膜炎,,董氏奇穴治療析要,
解暈針,,董氏奇穴治療析要,
解暈針與下針後引起之麻木感及氣血錯亂之刺痛,手解（少府）穴，腿上的解穴亦有效,董氏奇穴治療析要,
解毒,,董氏奇穴治療析要,
解氣血錯亂,,董氏奇穴治療析要,
解酒,耳環穴皮下針，配合正本更好,董氏奇穴治療析要,
語言障礙,,董氏奇穴治療析要,
貧血,火腑海穴灸治，天皇副（腎關）扎針，通關、通山,董氏奇穴治療析要,
貧血,,董氏奇穴治療析要,
赤白帶,婦科穴及還巢穴，天宗穴、雲白穴,董氏奇穴治療析要,
赤白帶,,董氏奇穴治療析要,
赤白帶下,"其門穴、其角穴、其正穴, 天宗穴（具有速效）、雲白穴, 通腎穴、通胃穴、通背穴, 還巢穴",董氏奇穴治療析要,
足跟痛,靈骨穴,董氏奇穴治療析要,
足跟痛,火全穴、靈骨穴、五虎五穴、委中穴點刺出血（放血）、後會穴、削骨針（四花中穴及四花下穴貼骨進針）,董氏奇穴治療析要,
身體的強直、痙攣、抽筋等,承山、陽陵泉,董氏奇穴治療析要,
輸卵管不通,還巢穴；木婦穴,董氏奇穴治療析要,
輸卵管不通,還巢穴為主，配木婦穴,董氏奇穴治療析要,
輸卵管不通,,董氏奇穴治療析要,
過敏性鼻炎,駟馬、木穴、大白、火主,董氏奇穴治療析要,
迎風流淚,,董氏奇穴治療析要,
遺精,地皇穴、人皇穴,董氏奇穴治療析要,
酒渣鼻,正本、脾俞、胃俞,董氏奇穴治療析要,
酒渣鼻,,董氏奇穴治療析要,
酒醉,,董氏奇穴治療析要,
醉酒之嘔吐,總樞穴三稜針刺血,董氏奇穴治療析要,
重感冒,分金穴、人宗穴,董氏奇穴治療析要,
閃腰岔氣,二角明、馬金水、水通、水金、水腑穴、三江穴,董氏奇穴治療析要,
閃腰岔氣,水通、水金、馬金水、復溜、魚際、尺澤、頂柱（放血）、委中（刺血）、二角明,董氏奇穴治療析要,
閃腰岔氣,土水穴（魚際）、尺澤穴、復溜穴,董氏奇穴治療析要,
閃腰岔氣,,董氏奇穴治療析要,
閃腰岔氣疼痛,靈骨、大白倒馬並用，嚴重一點的腰痛及腰腿痛就在委中放血,董氏奇穴治療析要,
閉經,"承漿,姐妹一穴、姐妹二穴、姐妹三穴,靈骨穴,其門穴、其角穴、其正穴,水中穴、水腑穴,婦科穴",董氏奇穴治療析要,
閉經,"靈骨穴, 承漿配合水泉, 或加天樞",董氏奇穴治療析要,
闌尾炎,門金穴、四花中點刺出血、四花外表刺出血、闌尾穴,董氏奇穴治療析要,
闌尾炎,,董氏奇穴治療析要,
陽痿,地皇穴、人皇穴；大敦穴,董氏奇穴治療析要,
陽痿、早洩,水金、水通,董氏奇穴治療析要,
陽虛疼痛,靈骨、大白、鼻翼,董氏奇穴治療析要,
陰腫,還巢穴、婦科穴,董氏奇穴治療析要,
陰虛疼痛,,董氏奇穴治療析要,
陰道癢,天宗穴、雲白穴、手解穴,董氏奇穴治療析要,
陰道瘙癢,手解穴,董氏奇穴治療析要,
難產,靈骨穴、火包穴、火主穴,董氏奇穴治療析要,
難產,,董氏奇穴治療析要,
青光眼,火硬、光明、腎關,董氏奇穴治療析要,
青光眼,,董氏奇穴治療析要,
青春痘,駟馬穴特效，耳背或耳尖刺血特效（維杰特殊經驗），背部刺血特效，加迎香穴牽引尤佳,董氏奇穴治療析要,
青春痘,針駟馬，加配迎香，然後每三天再在耳尖或耳背點刺,董氏奇穴治療析要,
青春痘,,董氏奇穴治療析要,
面神經麻痺,指三重穴、一重穴、二重穴、三重穴；下泉穴、中泉穴、上泉穴（單足）；富頂、後枝（兩穴同下）；側三里穴、側下三里穴；七快穴、鼻翼穴,董氏奇穴治療析要,
面麻,三重放血，針側三里、側下三里；半面臉麻痺，針九里、側三里,董氏奇穴治療析要,
面麻,,董氏奇穴治療析要,
面黃,人宗穴,董氏奇穴治療析要,
項強痛,承漿、後溪、束骨,董氏奇穴治療析要,
頸椎、腰椎骨刺，膝蓋、足跟骨刺,委中點刺,董氏奇穴治療析要,
頸椎骨刺,人中、後溪、束骨,董氏奇穴治療析要,
頸肩背痛,重子、重仙、後溪、束骨配承漿穴,董氏奇穴治療析要,
頸腰椎骨刺,人中、後溪、束骨，再配風市（中九里）,董氏奇穴治療析要,
頸連肩痛，包括落枕、五十肩,重子、重仙、腎關、四花上、陽陵泉,董氏奇穴治療析要,
頸項強直疼痛,針刺入跟腱那個大筋,董氏奇穴治療析要,
頸項強硬,正筋、正宗，後溪、束骨，承漿穴牽引,董氏奇穴治療析要,
頸項皮膚病,肩中、駟馬穴,董氏奇穴治療析要,
頸項皮膚病,,董氏奇穴治療析要,
顏面神經抽掣（痙攣及震顫）,側三里、側下三里及中九里，駟馬,董氏奇穴治療析要,
顏面神經的震顫,後溪,董氏奇穴治療析要,
顫抖症狀,正會、後會穴,董氏奇穴治療析要,
顴骨痛,玉火穴；三重點刺出血；四花外穴點刺放血；側三里，側下三里（維杰特殊經驗）；三泉穴（維杰特殊經驗）；腕順一,董氏奇穴治療析要,
顴骨痛,三重穴、四花外穴刺血治療,董氏奇穴治療析要,
風邪致痛,扎屬木的穴位，如木穴或大白等,董氏奇穴治療析要,
風疹塊（蕁麻疹）,,董氏奇穴治療析要,
風疹塊（蕁麻疹）,,董氏奇穴治療析要,
飛蚊症,腎關、光明、耳尖點刺,董氏奇穴治療析要,
飛蚊症,,董氏奇穴治療析要,
食指痛,海豹穴，健側的五虎一，四花中穴,董氏奇穴治療析要,
食指痛,,董氏奇穴治療析要,
食慾不振,四花上、門金,董氏奇穴治療析要,
食慾不振,,董氏奇穴治療析要,
食痛,曲池、門金、足三里等穴,董氏奇穴治療析要,
骨骼脹大,針明黃穴、天黃穴、其黃穴，配合委中點刺,董氏奇穴治療析要,
髖部疼痛,靈骨、大白穴位,董氏奇穴治療析要,
髖部痛及抬腿無力,肩中穴,董氏奇穴治療析要,
高爾夫球肘,扎對側側三里、側下三里,董氏奇穴治療析要,
高爾夫球肘,側三里，側下三里，心門穴（健側），腕順一穴牽引,董氏奇穴治療析要,
高熱,重仙穴、大白穴、感冒一穴、感冒二穴、土耳穴,董氏奇穴治療析要,
高熱,,董氏奇穴治療析要,
高血壓,富頂穴、後枝穴、支通穴、落通穴、下曲穴、上曲穴；66. 火菊穴；77. 四花外穴（三稜針黑血）,董氏奇穴治療析要,
高血壓,,董氏奇穴治療析要,
高血壓引起的手腳麻痺,五嶺穴刺血,董氏奇穴治療析要,
魚骨刺喉,指五金、指千金穴，或足五金、足千金穴,董氏奇穴治療析要,
魚刺鯁喉,足千金穴、足五金穴配合間使,董氏奇穴治療析要,
麥粒腫,靈骨左右交刺，耳尖點刺出血少許，太陽穴點刺出血,董氏奇穴治療析要,
麥粒腫,點刺耳尖或肝俞穴,董氏奇穴治療析要,
麥粒腫,,董氏奇穴治療析要,
黃體激素不足,,董氏奇穴治療析要,
黃疸,,董氏奇穴治療析要,
鼻塞,側三里穴，門金穴或木穴,董氏奇穴治療析要,
鼻塞,側三里留針半小時、火腑海、門金、木穴、肩中、駟馬穴加內關或通山、通關,董氏奇穴治療析要,
鼻塞,,董氏奇穴治療析要,
鼻幹及流涕,駟馬穴、木穴,董氏奇穴治療析要,
鼻幹及流涕,,董氏奇穴治療析要,
鼻炎,,董氏奇穴治療析要,
鼻蓄膿症（鼻淵）,木穴、駟當、大白、火主、合谷配太沖,董氏奇穴治療析要,
齒根痛,太溪或崑崙穴,董氏奇穴治療析要,
三叉神經疼痛,門金,董氏奇穴穴位詮釋解,
三叉神經疼痛,本穴,董氏奇穴穴位詮釋解,
三叉神經痛,健側側三里、側下三里兩穴，動氣針法,董氏奇穴穴位詮釋解,
三叉神經痛,外三關穴,董氏奇穴穴位詮釋解,
三叉神經痛,上泉、中泉、下泉,董氏奇穴穴位詮釋解,
三叉神經痛,上泉、中泉、下泉三穴合稱三泉穴,董氏奇穴穴位詮釋解,
三焦經循行所過之疼痛,本穴,董氏奇穴穴位詮釋解,
上腹脹悶,靈骨穴,董氏奇穴穴位詮釋解,
下肢扭傷,駟馬中穴、駟馬上穴、駟馬下穴,董氏奇穴穴位詮釋解,
下肢無力,木火穴對應風府穴,董氏奇穴穴位詮釋解,
下肢浮腫,維傑新用,董氏奇穴穴位詮釋解,
下肢麻痺,州水穴,董氏奇穴穴位詮釋解,
下腰痛,心門穴,董氏奇穴穴位詮釋解,
下腹病等,三陰交,董氏奇穴穴位詮釋解,
下頜關節痛,四花外穴,董氏奇穴穴位詮釋解,
不孕症,婦科配還巢，左右交替。,董氏奇穴穴位詮釋解,
兩腿發酸,背面穴,董氏奇穴穴位詮釋解,
中指、無名指疼痛及伸屈不靈,木鬥穴配木留穴,董氏奇穴穴位詮釋解,
中風後遺症,靈骨大白穴合用,董氏奇穴穴位詮釋解,
中風,火主,董氏奇穴穴位詮釋解,
中風不語,內通關穴、內通山穴、內通天穴,董氏奇穴穴位詮釋解,
中風不語,正會穴,董氏奇穴穴位詮釋解,
中風不語,正會穴配合在總樞穴點刺,董氏奇穴穴位詮釋解,
中風及暈厥等疾病,井穴,董氏奇穴穴位詮釋解,
中風後遺症,木火穴,董氏奇穴穴位詮釋解,
中風後遺症、腦震盪後遺症及腦性麻痺,三重穴,董氏奇穴穴位詮釋解,
丹毒,維傑新用,董氏奇穴穴位詮釋解,
久年惡瘡、惡瘤開刀後刀口流水不止，不結口。,制汙穴,董氏奇穴穴位詮釋解,
久年胃病,土水穴,董氏奇穴穴位詮釋解,
久洩,正會穴,董氏奇穴穴位詮釋解,
乳發炎、乳腫大、乳痛、乳房小葉增生,三重穴,董氏奇穴穴位詮釋解,
乳房疼,駟馬中穴、駟馬上穴、駟馬下穴,董氏奇穴穴位詮釋解,
乳痛,門金,董氏奇穴穴位詮釋解,
乳痛,本穴,董氏奇穴穴位詮釋解,
乳部病變，如乳部纖維增生等,通關穴與通山穴倒馬連用,董氏奇穴穴位詮釋解,
五十肩,天皇副穴,董氏奇穴穴位詮釋解,
五十肩病痛多在肩背小腸經處,腎關,董氏奇穴穴位詮釋解,
五官病,木穴、三叉三,董氏奇穴穴位詮釋解,
五更瀉,以水相、復溜主針，配火散、門金,董氏奇穴穴位詮釋解,
休克,正會穴,董氏奇穴穴位詮釋解,
側身“膽經”的坐骨神經痛,火串,董氏奇穴穴位詮釋解,
便秘,左側火串穴,董氏奇穴穴位詮釋解,
便秘,火串,董氏奇穴穴位詮釋解,
倒睫毛,耳上穴,董氏奇穴穴位詮釋解,
倒食症,天皇穴之配針（天皇副穴）,董氏奇穴穴位詮釋解,
偏頭痛,臨泣,董氏奇穴穴位詮釋解,
偏頭痛,指三重穴,董氏奇穴穴位詮釋解,
偏頭痛,本穴,董氏奇穴穴位詮釋解,
偏頭痛,四花外穴刺血,董氏奇穴穴位詮釋解,
偏頭痛,側三里,董氏奇穴穴位詮釋解,
偏頭痛,耳背穴,董氏奇穴穴位詮釋解,
偏頭痛,鼻翼穴,董氏奇穴穴位詮釋解,
偏頭痛、頭暈（包括血壓高、腎虧及梅尼埃病）,本穴,董氏奇穴穴位詮釋解,
偏頭痛、肩痛、腰痛,中白,董氏奇穴穴位詮釋解,
偏頭痛，三叉神經痛、面神經麻痺、睡中咬牙及肩臂手腕痛,三重穴,董氏奇穴穴位詮釋解,
健忘,正會穴,董氏奇穴穴位詮釋解,
全身疲勞,背面穴,董氏奇穴穴位詮釋解,
全身疲勞，兩腿發酸,肩中穴,董氏奇穴穴位詮釋解,
全身的筋病，運動病變,曲陵（尺澤）,董氏奇穴穴位詮釋解,
全身諸多部位的疼痛,治療經脈循行部位的疾病，對於頭痛喉痺的疼痛、項強腫痛、胸脅痛、腸鳴、腹瀉、腰痛、髖骨痛、膝腫、膝痛、腳痛,董氏奇穴穴位詮釋解,
全身骨痛,九里穴（風市）,董氏奇穴穴位詮釋解,
全身骨痛、神經痛、手骨痛,水曲,董氏奇穴穴位詮釋解,
全身麻木,木鬥穴配木留穴,董氏奇穴穴位詮釋解,
關節屈伸不利,火主,董氏奇穴穴位詮釋解,
再生障礙性貧血,明黃穴、天黃穴,董氏奇穴穴位詮釋解,
再生障礙性貧血,其黃穴,董氏奇穴穴位詮釋解,
前列腺炎,大間穴,董氏奇穴穴位詮釋解,
前列腺炎,小間穴、浮間穴,董氏奇穴穴位詮釋解,
前頭痛、眉稜骨痛,火連,董氏奇穴穴位詮釋解,
前頭痛、眉稜骨痛、眼皮垂下,公孫,董氏奇穴穴位詮釋解,
前臂有病,大腿穴位,董氏奇穴穴位詮釋解,
前額及太陽穴痛,四花外穴,董氏奇穴穴位詮釋解,
半身不遂,木火穴,董氏奇穴穴位詮釋解,
半身不遂,以靈骨為主、大白輔，特效。或配風市（九里）或配腎關，間以背部五嶺穴點刺,董氏奇穴穴位詮釋解,
半身不遂,靈骨大白穴,董氏奇穴穴位詮釋解,
半身不遂,本穴可治，配水金。,董氏奇穴穴位詮釋解,
半身不遂,肩中,董氏奇穴穴位詮釋解,
半身不遂,肩中、上曲,董氏奇穴穴位詮釋解,
半身不遂,內通關穴、內通山穴、內通天穴,董氏奇穴穴位詮釋解,
半身不遂,正會穴,董氏奇穴穴位詮釋解,
半身不遂,正會穴配靈骨、大白,董氏奇穴穴位詮釋解,
半身不遂,鼻翼穴,董氏奇穴穴位詮釋解,
半身不遂及各種風證,正會、州圓、州侖、州昆、前會等穴,董氏奇穴穴位詮釋解,
雙手或雙腳指（趾）端麻木,光明穴,董氏奇穴穴位詮釋解,
反胃（倒食病）,天皇穴，配天皇副穴,董氏奇穴穴位詮釋解,
發冷,感冒一穴、感冒二穴,董氏奇穴穴位詮釋解,
發冷,中央第一行之上二三個穴，屬督脈；二三行上面的二三個穴，屬肺。,董氏奇穴穴位詮釋解,
發熱,耳上穴,董氏奇穴穴位詮釋解,
發音無力,肩中穴,董氏奇穴穴位詮釋解,
發高燒,感冒一穴、感冒二穴,董氏奇穴穴位詮釋解,
發高燒,中央第一行之上二三個穴，屬督脈；二三行上面的二三個穴，屬肺。,董氏奇穴穴位詮釋解,
口唇病,下唇穴,董氏奇穴穴位詮釋解,
口乾,通腎穴,董氏奇穴穴位詮釋解,
口乾、腎虧病,指腎穴,董氏奇穴穴位詮釋解,
口歪,上泉、中泉、下泉,董氏奇穴穴位詮釋解,
口歪眼斜（面癱）,太沖,董氏奇穴穴位詮釋解,
口渴及頸部病（如強硬、落枕、疼痛等）,承漿穴,董氏奇穴穴位詮釋解,
口眼歪斜,馬金水穴,董氏奇穴穴位詮釋解,
口腔炎,下唇穴,董氏奇穴穴位詮釋解,
"口腔炎, 口臭",掌根大陵穴,董氏奇穴穴位詮釋解,
口腔炎口臭,掌根大陵穴,董氏奇穴穴位詮釋解,
口苦，易怒、煩躁、脅痛、失眠,木炎,董氏奇穴穴位詮釋解,
